#standard;standard_file.txt
#visibility;true
3415;3756;1978;3501;3846;3843;2330;1676;1617;3908;2638;1744;2025;889;2825;542
2334;2089;2778;610;3726;1422;851;1324;1022;2580;2004;1653;2306;2548;2385;1314
2103;2015;1272;1451;808;574;3413;3262;3745;3861;1837;1913;1937;2047;894;1617
3585;3893;1347;949;2054;802;749;2484;1713;2186;3527;2601;3546;3766;2934;1238
3607;1326;2116;3025;1750;3573;3926;2330;1663;1757;3388;2547;3095;3279;3030;1057
3535;2696;2770;1281;731;1922;3870;1445;2273;2595;2703;3981;2852;1170;1958;3326
2296;1020;1378;766;1637;2933;1869;3170;3927;1107;3344;2176;781;2423;3367;507
3092;1821;2742;2618;1581;2755;1202;1026;3599;1954;3633;3262;2520;3707;2699;3049
2335;1903;2564;3714;625;3130;1585;3774;1123;2024;1491;3843;3845;3845;1009;1182
791;3685;1068;777;2957;3585;2970;2584;534;3741;1803;2165;3371;2981;2969;3212
2864;804;1346;2989;3372;2630;899;2922;2019;1364;2369;1216;3573;2547;3232;1593
2373;2604;1178;1963;3510;3714;3547;2640;2847;714;3499;3070;2001;2302;3521;2554
2450;2524;3066;3131;2506;3541;3885;510;2103;2436;2089;1445;2167;2432;3951;3672
3946;541;1819;1144;1119;2956;3398;3056;879;2615;868;2906;3845;3901;3062;3996
2241;3230;3622;1379;2224;1561;3625;2059;1698;631;2150;1133;1871;1027;1764;3150
1855;3243;3954;3337;3988;636;2108;3353;2555;3346;1611;3628;2485;2205;2374;917
2447;953;1509;1197;3561;2690;2811;3406;3234;2359;3196;1502;1972;2486;3136;1302
2323;3397;1654;1320;3037;3399;3820;2458;2341;3473;3262;2330;1819;3187;3568;3013
2586;925;3969;1262;3056;3518;2842;1650;2621;1702;1695;3733;3191;2900;1196;2055
1673;844;1999;3593;3941;3875;1540;2940;3245;2636;902;2544;3826;1059;1733;1424
1203;2379;2794;3139;2027;3155;889;3533;873;3202;3182;1158;3450;852;2007;3123
2178;1047;1776;558;563;3719;2801;1673;2862;840;1015;2943;1531;2963;1557;517
2908;2594;722;682;3080;3042;2101;943;2619;1017;2966;3238;3925;1156;1914;3699
1141;2519;3941;559;1846;778;3298;3447;805;3854;907;1526;977;2052;801;3451
2144;3540;848;2067;2092;2749;1769;1570;904;912;2289;1561;3396;2550;2613;3386
1379;802;3925;1722;1999;1073;3938;3077;3898;1144;2542;1703;3349;1122;3333;2425
1049;1925;1845;1951;3144;2725;1715;1027;3011;2622;3200;2406;1682;3451;2960;2586
1002;830;1292;2591;2781;3474;3617;2227;755;811;2875;3944;1630;3458;3554;3994
746;2969;3902;3052;874;3974;3832;3212;1326;1457;730;1290;3806;1930;3985;2225
3898;3196;1266;1821;2428;1301;2937;3243;2399;2769;1183;961;2007;593;1854;2521
2452;2165;3318;603;1591;3944;3464;1053;3248;1863;3092;1741;2941;2604;2080;3914
570;2624;1766;3252;3684;2669;1630;3350;1423;2614;3010;2252;860;2652;2041;1101
791;2340;2736;2103;2294;858;631;3947;2556;2124;875;3273;982;3558;2799;3931
1580;2398;1885;1741;3259;3066;3584;3821;1225;1399;2076;1154;3812;938;795;1717
754;1990;2550;1999;1587;2402;922;3758;2447;1775;3057;2869;909;1628;3857;1772
2627;1571;3613;2215;3493;1848;1190;2507;1059;2039;1788;2801;1284;1442;3436;3344
2380;3437;957;2343;1828;1705;2577;2259;2291;1716;1776;1077;890;3680;2493;1338
1731;2779;1256;3362;2694;3057;880;2390;3251;3448;3184;792;3520;1623;654;3633
1847;1451;608;1965;3372;2138;734;1525;3234;3305;2673;2200;3797;1526;3374;2135
1640;2826;2528;1816;3482;3664;720;2142;534;2906;1513;3722;838;1721;3487;2354
3526;3635;1353;3497;1138;3115;3307;1577;1447;3644;1815;1756;1260;2507;3058;3319
3703;3316;1297;1635;1430;3411;1504;3288;943;1150;3620;3269;2427;992;2675;3276
1925;3197;734;2208;2531;3243;2887;1136;745;3293;2898;3376;3137;1672;1607;3905
824;557;2796;2032;1678;1305;3318;2734;2178;2704;2876;2792;2345;1793;1780;919
1773;667;2196;1604;3665;1870;1214;792;1625;850;1487;608;2708;941;3774;2222
3609;1157;2626;3360;3078;882;681;3949;3866;1864;3369;3441;1823;1821;2022;3808
3106;2069;3144;3430;1761;1726;2370;3990;3312;1961;1050;3453;2895;678;3800;3949
3584;2700;2262;3204;578;1978;2583;907;3799;1937;887;1256;2116;3032;3870;3830
3563;3529;3548;1388;3250;3261;926;1517;1603;1425;1841;3624;2268;2151;3292;1937
2716;567;2341;3861;2893;850;3128;1991;3218;1692;2461;1612;1071;3071;2435;2495
2832;3475;2707;744;3675;807;1424;2363;3148;1404;894;1220;3285;531;2760;1407
1168;2111;1236;808;2469;3210;2512;923;1102;2707;3277;3800;1981;740;1905;2593
2362;782;1163;2900;1747;914;2640;1545;3327;908;796;3717;3100;663;2458;1059
1918;2116;3627;2150;2441;1424;1809;2093;1390;3482;2913;3729;3858;2505;3034;3150
2274;1529;2958;3640;3396;1676;1658;3448;1141;3424;670;2747;1010;3216;1350;1432
3818;1903;3385;3551;1842;3337;637;898;1868;992;1720;2965;1393;2381;2012;1776
849;3533;1956;2178;689;1503;2898;2253;3140;3728;720;3949;1386;2146;3957;3412
3868;1928;3009;506;596;3438;1985;1942;1868;2196;3633;535;541;575;569;2602
1019;2931;3220;698;608;3501;1866;2195;1498;1762;707;2656;2275;1210;2214;2328
1514;2501;1023;2091;2182;3916;2559;3199;2236;3246;3413;2153;2673;2669;2734;2038
1580;1890;2890;2981;948;1904;1293;1379;773;915;578;2383;1612;3114;3036;2447
1376;2692;2091;3047;2094;3608;695;989;971;1588;3940;2735;2255;2403;2684;1858
3530;1619;2953;871;3290;2796;2325;898;2005;1725;937;2044;1085;1946;3864;1665
742;3324;2376;870;1435;3401;1757;1106;2471;673;2901;1058;2670;3277;2136;1368
961;1922;1562;3467;1151;3282;2917;3670;1285;1153;2520;564;3086;1041;1498;1682
2570;3030;929;1811;3041;1861;1913;2098;2465;1421;2488;597;757;2351;771;1487
1095;509;3555;3943;1255;3630;3347;1092;3234;3603;2194;560;1669;1281;3429;2204
1561;1265;3728;992;2741;2929;3247;3843;2489;2016;2002;1928;3884;3759;3794;575
3972;1051;3339;561;3614;2848;1357;604;3921;2730;3356;1719;610;1805;2078;1005
1217;1223;1728;3178;3859;1810;2679;2769;3300;2092;2185;1428;679;1660;2690;3262
3553;1266;3964;1150;2223;1188;732;1476;831;1450;2507;2593;2128;848;2705;3016
3169;2316;3349;1194;2922;1508;3516;2429;2431;1321;808;2788;2753;2261;1326;2290
3251;3749;912;3613;2677;1485;696;3399;1969;3921;3097;3029;2065;3089;2202;3891
3894;3692;3173;2005;2460;654;1583;2300;1346;1260;2763;1292;1551;1073;1916;3853
1554;2603;1768;1660;2862;2326;3973;2165;638;3832;3291;3556;3332;2046;2644;805
2555;3242;3569;2473;2885;3099;3329;828;926;3775;1016;1724;2370;2957;2223;2485
