#standard;standard_file.txt
#visibility;true
3846;3820;1472;3263;3095;3370;3502;3201;3106;2482;500;391;2051;2035;1362;1835
2079;2874;2516;2733;3480;2249;3122;3193;2381;442;3818;3075;478;294;3233;1025
3123;2103;842;2126;420;1812;896;553;2915;200;3482;2987;818;3865;1249;1136
3624;372;2321;1362;1053;2617;3060;3279;2916;2869;142;2834;1532;2021;1745;1403
1834;538;3106;1571;1040;47;1387;711;476;1588;2535;2655;2551;3137;1788;1784
1726;400;2592;542;685;53;3951;517;2112;553;2367;1620;1391;1499;2698;1891
325;3380;954;1353;1568;3928;2506;3978;1310;566;136;3383;175;1623;3583;1885
481;260;3486;601;1628;1820;3243;2148;2115;759;2176;2465;808;1184;1661;3853
3077;3848;1188;1447;3931;2706;3125;1321;2661;2750;3943;2718;513;1202;584;2142
1858;2661;3333;1757;1471;3274;2382;3327;1192;1000;2481;3605;659;2925;2447;381
1657;2713;1028;1180;3339;680;1048;2897;468;1935;1832;416;2140;1886;3463;658
1067;2710;1400;488;2428;1747;3921;1461;3516;3262;104;219;1456;870;2256;302
852;1610;3898;1799;2629;3314;3162;1089;1170;3079;3328;992;3715;1416;1490;2939
1792;2272;442;2583;1510;2072;3932;2176;2641;2872;3680;1643;3712;118;461;2217
2421;3798;2497;949;2745;1509;3089;320;3658;1232;3295;3442;1407;2708;3377;2808
3726;179;805;1635;2415;682;1031;1317;15;3330;53;989;1386;585;3493;3118
2265;1932;2519;2778;1718;3410;1690;330;1771;400;1621;3105;3094;3662;680;1812
66;3403;2022;3878;2405;3977;3333;624;654;200;692;3795;2133;852;58;3729
2399;154;208;1738;565;696;1560;3463;1946;2945;3614;2050;2919;3040;697;823
3498;3271;2345;3663;3368;198;176;1387;1240;2016;2613;3704;742;3736;2022;2642
426;3422;995;2240;203;1779;3774;3549;3809;1062;69;1081;1277;3839;1148;3718
2468;619;3679;3560;3;2716;3611;3560;1942;3269;3677;3534;3037;1475;2041;706
1714;2119;1527;774;2739;2963;3790;153;3154;1704;1469;334;3112;2532;1374;3283
622;1478;2655;3963;3300;1624;1844;62;2402;383;906;1086;3906;1415;3558;218
994;318;1311;2313;2157;952;2900;86;3981;1025;2756;2914;3373;2078;3379;355
804;3022;2839;1482;1638;2229;954;1113;266;3605;2385;2431;3916;2131;766;968
1911;1060;3437;2043;2148;1295;376;1823;151;1869;3681;2221;933;1839;1883;1263
2953;3020;3558;3201;373;711;3218;2442;2734;3737;3876;2070;2827;1214;89;430
1697;2899;1344;3617;3911;327;2635;3050;2427;1628;1962;1771;3428;2765;3823;504
3269;1705;1584;3240;3942;898;1927;3254;2835;255;3624;1914;936;1174;2850;2984
3958;2503;3560;1261;183;927;3718;1813;2862;3869;752;2677;89;1802;3118;1814
1948;3261;2701;3689;3420;2911;866;3446;1257;2443;3435;3043;2016;1619;260;159
2296;3952;661;1960;3552;2590;2647;1895;729;3271;1317;2198;2077;2470;893;2761
2248;260;862;3272;1061;2098;3001;2533;1447;3911;123;3617;1567;1057;2176;1683
2014;731;797;3958;2843;2587;924;1110;3077;1632;3523;3581;799;2237;1725;2215
1968;880;1465;3817;1160;2238;1565;2375;1931;1401;2898;627;2784;3177;1926;2762
2877;391;1503;2157;2065;185;1970;3199;3589;1854;3241;3591;659;3047;2938;3752
3292;1384;1448;3654;584;1797;2040;3562;3046;3666;3354;3592;65;1797;976;18
2367;868;2438;3634;3537;2050;3857;707;2526;3783;2372;1008;3374;1919;2857;3784
2793;2360;3429;1161;249;2814;13;3132;1492;2568;2701;3841;1489;439;3546;3700
2772;3093;2850;2643;254;687;1525;3178;3103;983;1848;1552;1950;251;3008;464
3932;3518;2864;2430;3204;273;3019;2332;3498;2858;3440;3609;394;2627;3704;360
62;1704;3383;2370;3224;1059;1128;1740;2202;3312;2496;3809;2599;2614;239;2634
3435;3465;4000;1460;1415;2405;3414;238;881;2179;3218;805;524;2157;945;441
2302;3329;1584;2252;1578;1964;3045;3863;3319;1455;579;546;3534;211;3378;3250
3638;3379;1147;928;1034;3705;1745;2765;2984;1689;3241;2179;535;2038;733;128
2001;2113;2356;219;796;2684;3399;2282;2580;1277;726;2770;3351;3555;2863;3805
1267;527;267;1827;3056;2757;2585;1038;299;155;955;2493;3645;1222;2338;1521
1034;636;2121;1039;1233;2447;1100;2960;3006;3754;1275;1107;1330;985;2421;166
2238;3245;141;1812;1680;3267;727;3751;3087;3007;2733;195;2394;321;1991;930
2512;93;3503;2694;1327;3993;937;1133;3084;1890;2530;3217;33;2916;1165;3210
3969;2104;3123;1585;3702;2586;2712;3489;2509;167;1593;1311;1756;3672;2199;3413
1741;1301;1624;3016;2359;3149;3099;3251;510;3547;1711;2914;3993;1968;996;3354
3998;322;3879;1808;338;1274;3083;3774;2601;1473;1903;1358;1430;3373;2855;3893
2196;708;2597;2914;1360;2159;1559;2433;2493;3866;645;2183;2848;1378;631;1309
3981;1384;763;2222;88;3282;1000;1549;692;3129;430;340;2483;3561;2768;2062
3695;3920;2631;466;3800;468;3538;3150;3050;174;3799;743;1612;3940;3421;3688
1209;2085;2213;2601;3418;3716;2245;1999;2255;2174;477;3209;29;2671;2391;414
1233;1836;3517;11;2339;3808;2129;1898;2534;3279;1837;3862;2410;1982;1841;1885
2720;3888;680;1565;3797;2337;1600;1881;3318;2689;453;3161;200;2098;3525;2958
138;2700;3876;1869;2974;707;822;2748;1488;2925;382;1287;793;1258;2;1841
190;2516;875;1142;2602;3884;1891;1143;3710;739;1680;334;3097;895;2361;3524
2265;3007;2296;1162;946;1912;3819;224;3528;2399;506;1354;773;2401;688;1997
2349;141;2921;1453;873;2075;104;2762;691;984;276;669;2976;888;409;3847
2524;831;2686;727;1758;3253;89;894;2679;3797;2738;1652;802;2508;2564;1359
1637;3482;473;676;2603;1359;2131;2510;1672;242;3635;2354;485;553;3502;1711
1921;3467;752;2132;545;1300;2615;2203;508;1248;1599;3910;1622;745;1066;691
3837;1231;904;3272;938;1765;3539;1602;3248;653;3266;3801;3865;2780;586;1987
324;1580;2783;382;905;129;2699;556;3790;2268;1002;1391;1079;1336;1983;2973
3872;375;846;942;868;3005;980;3251;1597;2834;526;1519;2788;3008;2284;1104
493;623;1332;3777;2198;1775;942;3166;2487;2337;1075;1196;2918;2206;841;3507
2388;1601;1138;357;3579;1134;208;2513;3367;1877;654;3979;3848;1980;282;3915
2346;1113;3599;3199;3542;1212;2619;658;1342;3305;2759;3894;3175;2875;2646;469
3;2703;3090;839;3704;1793;1539;1385;2469;305;3020;3815;726;231;98;3535
272;2719;1654;2183;2067;1744;127;1927;3804;849;309;2972;968;1972;2039;437
1024;3746;2317;956;1702;348;2760;2367;3400;3436;2406;1632;1308;977;1996;2059
3477;1706;2555;2775;2881;2436;2503;596;3270;1308;1489;2620;3397;1675;895;1548
3489;1124;874;977;796;28;440;1926;708;2892;2383;2334;3229;3579;2346;337
1105;2416;2426;186;3077;345;1459;3440;2025;1147;3844;131;1938;2889;2647;205
3067;3614;946;1831;1979;2912;2996;1349;3881;1314;3162;365;3612;2862;505;31
979;3185;3863;3233;2892;3472;1578;944;3817;245;345;501;683;2894;179;963
1870;82;3052;2049;1819;2810;1376;2281;1790;2460;256;3872;3355;3140;966;912
3765;1617;2408;86;1318;3889;1488;2822;503;1866;1205;3342;829;1338;3335;3148
3377;1875;1354;1763;2041;305;2248;2113;3430;1739;556;1143;400;2834;1445;2673
1304;2901;3754;1994;1934;999;2376;325;1774;1405;3549;139;3380;378;1298;1705
2773;3207;2986;1714;3835;286;131;2771;3884;178;3444;3097;3359;3925;932;2722
700;480;373;3536;2042;2727;1674;1615;2071;3114;729;992;3571;1759;2158;2824
439;1018;2077;3343;1312;990;1936;3054;1223;2119;1138;2723;3609;338;2377;220
2659;852;3083;3051;3616;3718;728;2877;1689;2394;1378;3803;2280;3788;502;2170
1369;2695;3146;3905;2465;1286;1397;2122;1631;718;2490;2393;2500;3015;848;3097
3988;1327;623;817;1227;697;2549;2231;1767;314;286;2679;2463;2046;2483;628
1679;1073;2599;3843;629;118;1707;1141;2373;3173;1611;2704;3621;2863;1527;319
3262;133;2330;748;566;2638;2912;558;1167;582;402;837;3246;2643;3549;100
2720;3233;519;1475;3827;1125;1612;3439;1049;3696;1167;329;1848;3000;132;339
2361;1253;1601;3959;481;787;2981;705;1560;2861;1516;3985;3331;3670;1072;478
414;1646;1836;3242;3233;2950;2306;2520;1075;3458;2289;2900;881;2242;3262;1899
1116;3568;1282;1981;1632;3414;2561;942;3054;2795;3991;3813;3114;134;711;505
3183;54;2149;1223;1916;2875;2845;2040;3799;835;1452;2322;2042;3280;2587;388
3660;1701;1047;1337;661;1769;536;64;3296;1177;2701;3517;3289;2790;1514;1263
1733;1226;216;548;3512;1537;2506;3379;2857;1332;2174;3385;2744;3394;621;2929
805;2733;1626;3444;279;2161;3093;484;2220;3664;2901;3114;3023;2839;2718;89
1236;3508;2260;3228;3408;3586;879;776;3016;605;1489;300;1327;2557;210;1068
1011;1261;3387;1464;3474;2647;2002;2419;65;2894;1237;984;3277;2020;1018;3237
783;2168;1395;3273;1547;568;891;1052;2704;43;541;3534;2309;2584;305;1557
2139;902;2720;82;831;49;1328;1072;547;1968;3832;3615;197;2417;514;1625
3757;3933;489;1298;1202;2879;331;2097;631;1064;2634;743;2670;792;174;263
1172;2462;3730;2482;3362;2664;1425;3794;2966;2480;2604;917;1199;2824;1225;2125
3248;2509;1448;3005;1842;3637;3493;779;2931;3507;3938;751;2612;1083;2458;1762
3207;3361;3055;1658;1513;1758;354;2148;1879;1687;1431;1368;1279;2071;988;846
3071;1385;1352;2679;2489;29;3158;3083;3287;2483;3103;3059;3320;1507;1527;1142
1884;3719;3148;29;133;551;972;3379;1866;3652;1201;77;3279;2327;477;2207
3327;1125;2536;3429;2917;3206;3186;3802;500;2832;3149;3829;1385;1911;2013;3200
607;978;3580;1584;3130;1889;3933;1095;3999;2306;1479;805;1815;2531;3015;1939
549;2067;3487;240;1524;2887;1828;1162;182;1761;2784;3805;3355;3965;689;1828
2018;162;2828;1949;3384;39;1838;1821;1710;2027;3463;3313;3482;2299;2234;1092
3839;1002;151;2127;1429;3240;3253;2053;1884;2259;2717;1588;3529;3781;1815;70
2078;2742;3242;3776;2634;3206;3189;1284;1409;259;2418;3043;660;2468;1534;2068
3663;1532;1852;3615;731;24;2649;3021;2238;1435;377;1921;97;872;513;2803
1222;61;3163;1048;2146;2295;47;2312;1048;3190;3304;2816;3524;1345;561;2336
2884;1203;2012;2544;1694;2806;598;1786;3566;3163;2957;2364;3516;1167;2452;3001
3228;2854;70;2718;2662;3339;2641;3239;889;3111;715;3731;1146;962;3000;2007
2645;2136;3429;3070;3968;598;130;1226;1816;1046;646;2237;3996;3651;1740;2645
2232;2246;2265;3443;1037;3216;3895;323;3822;216;507;1468;1592;1629;3806;2833
76;1148;741;2429;273;2512;757;19;3675;1434;3489;2704;1860;3960;601;2570
3506;121;3414;3379;2487;1341;3907;2696;1141;1708;1920;2429;14;955;278;2323
1695;732;2475;1717;2162;2631;137;30;2370;478;3376;3607;834;3435;2166;3129
2988;972;325;3080;509;1886;2213;78;998;3782;840;1289;3356;1675;83;606
3865;2098;651;2153;3726;3742;2824;2913;1019;1982;1840;3300;598;3061;1048;209
2456;3103;84;161;3330;557;2140;568;796;1121;234;2764;952;2657;1163;3648
1587;1575;779;2618;3826;1101;2202;1875;1564;3429;1201;507;1856;1502;2224;1039
3042;3790;275;2063;1425;3679;3524;1070;1084;665;2583;1730;942;2853;3636;336
2277;2243;3512;3852;1636;2958;3640;1431;1571;406;2143;621;3944;2763;1098;1098
2070;3365;953;2838;430;267;2071;3029;1840;808;1864;3781;3444;2108;2820;3641
3350;1777;2902;2706;2687;1261;2599;1744;2982;3459;778;1373;1070;2987;2881;1398
2254;1051;1770;1892;1023;103;1082;506;2384;933;2860;849;3276;3685;327;2172
2110;750;3213;2737;3746;3932;501;1953;101;888;3602;1716;3305;2425;655;861
2000;628;1446;2627;2343;3134;1317;741;3015;606;2471;1432;183;1506;2586;844
3069;2727;1584;2953;2244;419;977;2557;2248;1690;1069;2707;3243;1582;560;3551
228;1991;1058;1925;3437;590;2786;1041;1112;3503;1687;3144;22;3495;1555;481
3767;3747;3175;2739;3318;357;2268;3977;3944;1316;920;661;3616;3932;348;2141
850;2451;486;978;3349;1790;1298;2371;3919;3617;1711;2439;1646;156;2668;2555
130;495;3898;3249;172;1223;1728;3198;3406;3074;2961;3675;3616;2374;3083;1677
15;1177;2342;2698;3144;3388;3277;2982;1653;1996;1452;3724;3505;1050;3559;3611
695;1654;1192;238;3260;429;2189;14;921;648;3116;2768;1317;297;3860;2889
389;80;3009;3159;992;1430;0;2726;357;1278;3818;690;2323;2869;196;989
308;1698;3375;2083;3167;1898;3983;1374;1816;3988;399;110;1245;2798;855;3865
3406;483;430;80;1433;3608;3085;367;2649;2088;3978;1537;2675;1418;2963;2079
1905;1955;688;1505;2587;3091;3328;1908;1465;3653;390;1338;3381;3317;2611;983
846;18;3879;100;2680;1190;706;1093;1119;126;3498;2225;3355;2563;3101;2801
2157;1315;1147;2226;1217;1748;2238;2475;1612;319;2203;3589;2303;834;2799;1416
967;1784;3510;3761;3454;1674;561;2640;876;1981;3157;2418;3267;3851;3375;2476
1190;18;3750;2210;3847;2399;560;2213;2525;3561;437;834;3518;2082;1632;3887
2240;2066;2176;616;1826;2425;3502;1695;2649;2366;3262;2384;3793;2128;3676;404
2005;3758;3029;1427;3589;2127;913;2605;180;1556;2603;3861;2670;1741;3213;3048
203;1489;1118;1981;1884;2432;3112;3923;147;386;1015;2490;2618;2264;2712;2351
2147;3906;465;1507;1132;460;371;264;1613;3650;2774;1765;196;2856;513;626
667;3490;1072;3830;2065;404;1665;313;2711;1367;3429;828;2103;1038;1060;1581
3041;375;96;3651;3564;1485;251;2436;896;3451;2812;2043;1672;3009;1303;87
832;859;2059;3079;1503;1562;186;2267;1582;859;1165;2296;66;3511;1694;1163
2543;3301;1925;2636;523;735;3316;2635;991;2523;1281;2112;2441;1753;317;1212
1829;2636;75;1230;961;675;1384;357;2520;775;3000;559;1330;3293;2247;2265
2785;1019;406;3445;792;3186;3426;1258;2591;922;3775;2410;443;1366;1976;134
601;1097;3112;2988;3031;2685;1892;3443;1735;3112;2728;2989;2404;717;2067;1229
2984;1059;1543;2232;1147;2213;2696;3665;2486;796;928;185;2235;216;1787;1014
